asr,diar,method,clip_id,language,duration,n_speakers,speakers,overlap_frac_of_speech,overlap,hyp_missing,WER,cpWER,WDER,DER,JER,DER_ctrl,JER_ctrl,n_units,n_applied,n_words_relabelled,rogue,wer_errors,wer_len,cp_errors,cp_len,wder_errors,wder_len,err_miss_sec,err_fa_sec,err_conf_sec,ref_speech_sec,sys,sys_ctrl
whisper,pyannote31,baseline,PQB3-4sZUeY__000000000_001132000,Telugu,1132.0000,4,4,0.1069,high (>7.0%),False,94.7751,95.8003,41.3093,34.1657,46.8812,41.2167,53.2039,,,,,2866.0000,3024.0000,2897.0000,3024.0000,366.0000,886.0000,91.0530,54.5790,240.3860,1129.8400,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,PRAzUz0GANs__000223000_000283000,Kannada,60.0000,2,2,0.0822,high (>7.0%),False,98.4536,98.9691,66.6667,38.5664,49.6199,39.0129,47.9571,,,,,191.0000,194.0000,192.0000,194.0000,14.0000,21.0000,6.2920,5.1080,12.7850,62.7100,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,PSIzXy5-y2E__000002000_000918000,Devanagari (hi/mr),916.0000,3,3,0.0434,mid (2.2%-7.0%],False,100.0000,103.0645,48.9270,32.2778,30.1979,32.9612,30.2838,,,,,2480.0000,2480.0000,2556.0000,2480.0000,912.0000,1864.0000,152.6180,77.1650,57.4250,889.8000,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,PVDfS7lcJHY__000000000_000360000,Kannada,360.0000,6,5+,0.1127,high (>7.0%),False,97.1042,97.2973,45.1883,22.1505,29.8449,34.7788,47.1654,,,,,1006.0000,1036.0000,1008.0000,1036.0000,108.0000,239.0000,34.6890,13.2250,37.2700,384.5700,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,Pjre5dpnKGA__000000000_000330000,Kannada,330.0000,4,4,0.0933,high (>7.0%),False,98.0494,98.1795,34.8718,22.1998,44.7925,29.5117,51.9151,,,,,754.0000,769.0000,755.0000,769.0000,68.0000,195.0000,24.4840,13.9590,36.0750,335.6700,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,QhpjuNTZoA8__000000000_000586000,Kannada,586.0000,3,3,0.0512,mid (2.2%-7.0%],False,96.3740,97.4555,37.7232,32.5650,50.4342,34.5898,52.1813,,,,,1515.0000,1572.0000,1532.0000,1572.0000,169.0000,448.0000,39.7620,10.1270,149.2430,611.4900,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,QuA_B6IZ6Ls__000061000_001863000,Devanagari (hi/mr),1802.0000,4,4,0.3694,high (>7.0%),False,55.0565,58.3271,8.9587,47.8408,39.1046,48.1559,39.5028,,,,,3653.0000,6635.0000,3870.0000,6635.0000,351.0000,3918.0000,959.4620,109.2840,224.8540,2703.9700,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,RL2fhIEEbZg__000000000_000065000,Telugu,65.0000,3,3,0.0563,mid (2.2%-7.0%],False,96.9512,96.9512,10.8696,14.2279,43.2578,21.4617,52.8485,,,,,159.0000,164.0000,159.0000,164.0000,5.0000,46.0000,3.3480,0.8920,5.0750,65.4700,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,RL2fhIEEbZg__000066000_001034000,Telugu,968.0000,3,3,0.0719,high (>7.0%),False,96.1868,96.4202,26.1324,28.3998,31.7081,31.2393,32.9072,,,,,2472.0000,2570.0000,2478.0000,2570.0000,150.0000,574.0000,115.2460,80.9310,91.4990,1012.9500,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,RWTmftezCwI__000000000_000060000,Malayalam,60.0000,2,2,0.0244,mid (2.2%-7.0%],False,100.0000,100.0000,47.8261,14.0955,15.5870,24.0972,34.3401,,,,,119.0000,119.0000,119.0000,119.0000,11.0000,23.0000,5.7510,2.2670,0.1630,58.0400,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,RZUZyvRzi80__000000000_000336000,Punjabi,336.0000,4,4,0.0001,low (<=2.2%),False,93.0876,93.8249,19.2308,2.2160,2.4239,2.2160,2.4239,,,,,1010.0000,1085.0000,1018.0000,1085.0000,50.0000,260.0000,3.5610,2.8750,0.7360,323.6400,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,SZ7ay4OjfAE__000000000_000897000,Telugu,897.0000,5,5+,0.1794,high (>7.0%),False,97.1283,97.4988,54.2117,37.4261,51.8001,45.1137,61.1913,,,,,2097.0000,2159.0000,2105.0000,2159.0000,251.0000,463.0000,132.7160,34.1420,211.7370,1011.5800,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,T3I2T-cfhG4__000160000_000210000,Devanagari (hi/mr),50.0000,2,2,0.0000,low (<=2.2%),False,94.8276,94.8276,22.2222,12.5548,14.2157,19.9489,25.7385,,,,,110.0000,116.0000,110.0000,116.0000,18.0000,81.0000,1.9800,3.0200,0.8970,46.9700,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,TU3M6wSQV_g__000099000_000171000,Telugu,72.0000,2,2,0.0451,mid (2.2%-7.0%],False,95.8333,96.7593,22.9167,23.3924,46.9092,22.8625,48.0722,,,,,207.0000,216.0000,209.0000,216.0000,11.0000,48.0000,3.7000,4.1930,9.5460,74.5500,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,Tlha36rSd5o__000240000_000374000,Tamil,134.0000,2,2,0.0000,low (<=2.2%),False,83.0189,83.0189,5.7971,16.9273,13.9174,16.1805,11.5999,,,,,264.0000,318.0000,264.0000,318.0000,12.0000,207.0000,12.3840,7.8530,0.9340,125.0700,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,TrPnW5kLAyQ__000093000_000513000,Devanagari (hi/mr),420.0000,4,4,0.0501,mid (2.2%-7.0%],False,88.6260,88.8990,6.9971,23.4346,26.1312,26.7255,30.4937,,,,,974.0000,1099.0000,977.0000,1099.0000,48.0000,686.0000,61.1570,21.6280,9.6950,394.6300,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,U_EHjxThUgc__000181000_000289000,Bengali,108.0000,3,3,0.0529,mid (2.2%-7.0%],False,92.3077,92.3077,7.2464,15.1323,18.4213,21.6151,31.3983,,,,,276.0000,299.0000,276.0000,299.0000,5.0000,69.0000,7.4260,4.6940,4.8660,112.2500,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,VHlIFsHPWbk__000023000_000470000,Odia,447.0000,4,4,0.0269,mid (2.2%-7.0%],False,100.0000,100.0000,54.6392,9.6252,12.8717,16.0542,24.5417,,,,,1329.0000,1329.0000,1329.0000,1329.0000,159.0000,291.0000,14.7750,11.8520,16.5690,448.7800,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,VKY0uuZ6Om8__000575000_000935000,Devanagari (hi/mr),360.0000,3,3,0.1718,high (>7.0%),False,88.6722,89.1365,14.1414,39.1258,47.8105,40.3238,45.8479,,,,,955.0000,1077.0000,960.0000,1077.0000,84.0000,594.0000,75.2310,39.0420,49.8090,419.3700,pyannote31,whisper__pyannote31
whisper,pyannote31,baseline,VY_4x1scS-Y__000013000_000121000,Tamil,108.0000,4,4,0.0427,mid (2.2%-7.0%],False,86.6071,88.9881,17.2414,32.5891,39.3740,29.5748,36.0074,,,,,291.0000,336.0000,299.0000,336.0000,30.0000,174.0000,8.3650,4.6510,23.0830,110.7700,pyannote31,whisper__pyannote31
whisper,pyannote31,rule,0AEEA8NyVwY__000011000_000609000,Devanagari (hi/mr),598.0000,3,3,0.0047,low (<=2.2%),False,79.5199,79.7449,3.4483,15.8474,16.5740,15.9252,16.6855,24.0000,1.0000,5.0000,False,1060.0000,1333.0000,1063.0000,1333.0000,35.0000,1015.0000,67.9790,15.6650,5.7670,564.2000,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,0SoItGfM_sY__000007000_000088000,Kannada,81.0000,5,5+,0.0000,low (<=2.2%),False,91.5152,93.3333,16.2162,45.1824,72.2008,45.1824,72.2008,5.0000,0.0000,0.0000,False,151.0000,165.0000,154.0000,165.0000,12.0000,74.0000,10.5540,8.0640,12.9600,69.8900,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,0VEwL9XZ0LY__000261000_000557000,Devanagari (hi/mr),296.0000,2,2,0.0355,mid (2.2%-7.0%],False,79.0378,79.8396,3.7090,20.3104,21.0992,20.5433,21.5249,16.0000,2.0000,3.0000,False,690.0000,873.0000,697.0000,873.0000,26.0000,701.0000,30.2120,17.0440,11.5080,289.3300,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,0esIFSOAcFs__000000000_000913000,Gujarati,913.0000,3,3,0.0232,mid (2.2%-7.0%],False,86.2082,86.6084,9.6503,8.5980,11.1141,8.5980,11.1141,15.0000,0.0000,0.0000,False,2369.0000,2748.0000,2380.0000,2748.0000,69.0000,715.0000,43.3470,4.6690,31.5650,925.5800,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,0p6cktLGIfY__000012000_000930000,Gujarati,918.0000,6,5+,0.0329,mid (2.2%-7.0%],False,89.8325,90.9622,16.9355,43.6649,59.6649,43.5007,59.5904,31.0000,1.0000,2.0000,False,2306.0000,2567.0000,2335.0000,2567.0000,105.0000,620.0000,134.0050,113.4210,115.5600,831.3000,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,13VBh0Z6QmE__000000000_000904000,Tamil,904.0000,4,4,0.0290,mid (2.2%-7.0%],False,74.0696,76.9908,10.3349,13.9139,20.2677,12.2439,16.9197,107.0000,18.0000,30.0000,False,1851.0000,2499.0000,1924.0000,2499.0000,179.0000,1732.0000,39.5210,10.5800,73.3260,887.0800,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,1LFl5JEipII__000000000_000597000,Bengali,597.0000,5,5+,0.1006,high (>7.0%),False,88.9937,91.1950,39.0288,39.5603,54.7281,38.7205,54.1516,56.0000,7.0000,11.0000,False,1415.0000,1590.0000,1450.0000,1590.0000,217.0000,556.0000,38.1100,30.3350,165.6410,591.7200,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,2HGP34TNvjg__000084000_000194000,Odia,110.0000,2,2,0.0128,low (<=2.2%),False,100.0000,100.0000,36.0996,34.7382,41.2523,34.2871,40.5722,14.0000,1.0000,2.0000,False,296.0000,296.0000,296.0000,296.0000,87.0000,241.0000,13.1630,7.2360,15.0270,101.9800,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,2LN6vb7EBn0__000098000_000394000,Tamil,296.0000,3,3,0.0238,mid (2.2%-7.0%],False,85.4860,87.0839,16.0671,30.9318,35.4024,30.8230,35.2602,29.0000,1.0000,2.0000,False,642.0000,751.0000,654.0000,751.0000,67.0000,417.0000,28.4740,24.3270,35.9330,286.8700,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,2T4pjueLrsk__000677000_001290000,Gujarati,613.0000,4,4,0.0342,mid (2.2%-7.0%],False,100.0000,100.0000,69.0173,44.1176,60.0165,44.5506,60.4137,177.0000,40.0000,84.0000,False,2314.0000,2314.0000,2314.0000,2314.0000,1194.0000,1730.0000,108.0970,59.6910,72.0440,543.6200,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,2gGHQgj9yno__000000000_000099000,Gujarati,99.0000,4,4,0.0798,high (>7.0%),False,94.3860,94.3860,21.5686,40.9685,69.4207,40.9685,69.4207,6.0000,0.0000,0.0000,False,269.0000,285.0000,269.0000,285.0000,11.0000,51.0000,13.5670,9.2490,16.5220,96.0200,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,2iMXYxBTwbM__000339000_000401000,Devanagari (hi/mr),62.0000,3,3,0.1275,high (>7.0%),False,92.5532,93.6170,27.0492,82.3932,82.9235,81.2482,82.0965,16.0000,2.0000,3.0000,False,174.0000,188.0000,176.0000,188.0000,33.0000,122.0000,15.1770,14.5860,17.3000,57.1200,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,37dND_0r6S8__000060000_000222000,Tamil,162.0000,2,2,0.0896,high (>7.0%),False,85.2783,85.9964,12.2222,44.8474,52.6332,45.1946,53.4032,31.0000,8.0000,10.0000,False,475.0000,557.0000,479.0000,557.0000,33.0000,270.0000,18.0680,16.2060,41.4240,168.7900,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,4Qg2jWP6_T0__000136000_000202000,Punjabi,66.0000,3,3,0.2093,high (>7.0%),False,97.3684,98.1203,70.0000,81.7090,81.4943,81.7090,81.4943,9.0000,0.0000,0.0000,False,259.0000,266.0000,261.0000,266.0000,56.0000,80.0000,14.4860,10.7350,32.2940,70.3900,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,6-726qTlYeg__000102000_000162000,Malayalam,60.0000,2,2,0.1610,high (>7.0%),False,99.5327,99.5327,21.0526,52.5657,53.8232,52.5657,53.8232,6.0000,0.0000,0.0000,False,213.0000,214.0000,213.0000,214.0000,8.0000,38.0000,8.1050,9.6140,18.8930,69.6500,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,6ZeRgvDHwcI__000006000_000100000,Gujarati,94.0000,2,2,0.0125,low (<=2.2%),False,82.0106,82.0106,8.8608,64.4976,60.3191,64.4976,60.3191,6.0000,0.0000,0.0000,False,155.0000,189.0000,155.0000,189.0000,7.0000,79.0000,24.9480,9.2890,6.5900,63.3000,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,6f6TLzlP8Wk__000082000_000144000,Punjabi,62.0000,2,2,0.0510,mid (2.2%-7.0%],False,95.7627,96.6102,22.5806,56.9638,59.3349,56.9638,59.3349,7.0000,0.0000,0.0000,False,226.0000,236.0000,228.0000,236.0000,7.0000,31.0000,6.9050,9.0200,17.6210,58.8900,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,7L4gi7Ncc0s__000090000_000148000,Malayalam,58.0000,2,2,0.0000,low (<=2.2%),False,100.0000,100.0000,9.8361,15.8631,23.6233,15.8631,23.6233,2.0000,0.0000,0.0000,False,125.0000,125.0000,125.0000,125.0000,6.0000,61.0000,3.4660,2.3200,3.0450,55.6700,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,7WhVNRHbjIY__000091000_001089000,Tamil,998.0000,5,5+,0.0133,low (<=2.2%),False,76.7929,77.1555,2.5559,11.6094,16.8729,11.6738,16.9902,38.0000,3.0000,7.0000,False,1906.0000,2482.0000,1915.0000,2482.0000,40.0000,1565.0000,25.0620,27.9400,62.7070,996.6800,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,7YfsQPYY-W0__000351000_000411000,Odia,60.0000,2,2,0.1219,high (>7.0%),False,100.0000,100.0000,59.4595,58.6646,62.5126,58.6646,62.5126,4.0000,0.0000,0.0000,False,208.0000,208.0000,208.0000,208.0000,22.0000,37.0000,9.5790,7.1090,21.0040,64.2500,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,7c9ePKgqams__000299000_000869000,Telugu,570.0000,4,4,0.0055,low (<=2.2%),False,96.7148,96.8463,21.3740,33.9028,60.6449,34.3949,60.9525,28.0000,1.0000,1.0000,False,1472.0000,1522.0000,1474.0000,1522.0000,56.0000,262.0000,35.9880,19.3630,132.2400,553.3200,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,7k-xDqNjESc__000073000_000981000,Malayalam,908.0000,4,4,0.0421,mid (2.2%-7.0%],False,99.9553,99.9553,27.8119,35.6193,67.7374,35.5855,67.7025,48.0000,2.0000,2.0000,False,2238.0000,2239.0000,2238.0000,2239.0000,136.0000,489.0000,117.5840,53.7710,148.3600,897.5900,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,83gP2vLH7UY__000255000_002005000,Devanagari (hi/mr),1750.0000,5,5+,0.2022,high (>7.0%),False,90.4811,91.1192,15.2239,33.4876,32.4179,33.4596,32.3927,66.0000,6.0000,11.0000,False,5247.0000,5799.0000,5284.0000,5799.0000,357.0000,2345.0000,272.5080,194.1510,217.7000,2043.6200,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,86mMTUeDiR8__000181000_001079000,Bengali,898.0000,5,5+,0.0517,mid (2.2%-7.0%],False,93.3138,94.5675,40.3454,56.8834,66.9048,56.5455,66.4863,53.0000,5.0000,12.0000,False,2233.0000,2393.0000,2263.0000,2393.0000,257.0000,637.0000,152.1350,113.0060,203.0950,823.1500,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,87Zbup3ohcw__000106000_000445000,Tamil,339.0000,4,4,0.0152,low (<=2.2%),False,62.2163,66.0881,5.0881,24.9118,40.0060,22.2867,34.8171,13.0000,1.0000,1.0000,False,466.0000,749.0000,495.0000,749.0000,26.0000,511.0000,36.8060,17.7920,25.1570,320.1500,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,8Ve4SWhlrrA__000000000_000070000,Odia,70.0000,2,2,0.0000,low (<=2.2%),False,100.0000,100.0000,3.7383,8.0693,53.9211,8.0693,53.9211,2.0000,0.0000,0.0000,False,133.0000,133.0000,133.0000,133.0000,4.0000,107.0000,3.0680,0.0260,2.0550,63.8100,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,8mvORuRHw2U__000000000_001197000,Gujarati,1197.0000,4,4,0.0417,mid (2.2%-7.0%],False,88.1443,88.4880,12.2407,19.5205,21.9573,19.4756,21.9125,40.0000,1.0000,1.0000,False,3078.0000,3492.0000,3090.0000,3492.0000,118.0000,964.0000,99.9830,42.6110,83.7110,1159.3200,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,8o7jKmq6HsM__000030000_001770000,Devanagari (hi/mr),1740.0000,6,5+,0.0471,mid (2.2%-7.0%],False,91.0542,91.3823,9.2627,16.8972,14.5227,16.8120,14.3138,81.0000,6.0000,10.0000,False,4163.0000,4572.0000,4178.0000,4572.0000,250.0000,2699.0000,115.6530,110.2780,72.6860,1767.2600,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,8pkp-lpMJP0__000326000_000926000,Telugu,600.0000,8,5+,0.2032,high (>7.0%),False,97.3290,98.0456,50.8065,45.7890,70.6612,45.2171,70.2366,62.0000,8.0000,14.0000,False,1494.0000,1535.0000,1505.0000,1535.0000,189.0000,372.0000,99.7040,33.5850,185.6220,696.4800,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,8r2Nltl0W4o__000259000_000320000,Punjabi,61.0000,2,2,0.0227,mid (2.2%-7.0%],False,95.2569,96.4427,17.3077,18.0628,57.4832,18.0628,57.4832,3.0000,0.0000,0.0000,False,241.0000,253.0000,244.0000,253.0000,9.0000,52.0000,3.7480,2.0360,5.2000,60.8100,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,90uAd6xpTPo__000016000_000408000,Devanagari (hi/mr),392.0000,4,4,0.0067,low (<=2.2%),False,52.8878,53.7129,2.2819,11.7819,15.1545,11.2088,14.0180,12.0000,1.0000,3.0000,False,641.0000,1212.0000,651.0000,1212.0000,17.0000,745.0000,9.3160,13.1440,20.6310,365.7400,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,9Aw8kg8w5Xo__000000000_000083000,Telugu,83.0000,4,4,0.0216,low (<=2.2%),False,89.9497,89.9497,4.9505,9.7411,54.5328,8.4599,53.3245,6.0000,1.0000,1.0000,False,179.0000,199.0000,179.0000,199.0000,5.0000,101.0000,3.7600,1.6490,2.5670,81.8800,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,9_GMxc_JjyI__000236000_000368000,Kannada,132.0000,2,2,0.0602,mid (2.2%-7.0%],False,95.6873,97.8437,16.0428,23.2010,55.4161,23.2010,55.4161,7.0000,0.0000,0.0000,False,355.0000,371.0000,363.0000,371.0000,30.0000,187.0000,11.6670,10.6040,9.6930,137.7700,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,ARCKJrGkITw__000014000_000496000,Telugu,482.0000,3,3,0.0844,high (>7.0%),False,95.8545,96.1455,29.6667,35.1950,41.3931,35.1184,41.2865,25.0000,1.0000,1.0000,False,1318.0000,1375.0000,1322.0000,1375.0000,89.0000,300.0000,49.0290,28.5990,100.6630,506.5800,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,ARZl7LT0UC0__000073000_000130000,Telugu,57.0000,3,3,0.0905,high (>7.0%),False,94.7712,94.7712,12.0000,38.7828,60.4275,38.7828,60.4275,4.0000,0.0000,0.0000,False,145.0000,153.0000,145.0000,153.0000,3.0000,25.0000,6.2140,2.9810,14.6370,61.4500,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,A_dohDOK6Ic__000000000_000600000,Devanagari (hi/mr),600.0000,3,3,0.0048,low (<=2.2%),False,50.1914,50.3007,0.2302,6.1942,6.2058,6.1942,6.2058,11.0000,0.0000,0.0000,False,918.0000,1829.0000,920.0000,1829.0000,3.0000,1303.0000,31.5930,2.7380,1.4850,578.2200,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,B2ScTgeIIck__000117000_000180000,Odia,63.0000,2,2,0.0879,high (>7.0%),False,127.5862,127.5862,36.2069,33.3473,34.4944,33.1312,34.0981,17.0000,5.0000,16.0000,False,222.0000,174.0000,222.0000,174.0000,63.0000,174.0000,10.1360,4.5180,7.5620,66.6200,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,BGAAfht5dYw__000000000_000612000,Gujarati,612.0000,4,4,0.1350,high (>7.0%),False,93.3967,95.2019,33.5958,28.8821,39.2052,28.8821,39.2052,36.0000,3.0000,3.0000,False,1966.0000,2105.0000,2004.0000,2105.0000,128.0000,381.0000,60.1300,13.6200,122.2500,678.6200,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,BYLcUGNB_zM__000020000_001387000,Kannada,1367.0000,4,4,0.0054,low (<=2.2%),False,94.9194,95.0106,5.6426,11.7124,15.2992,11.5680,15.0100,42.0000,2.0000,2.0000,False,3120.0000,3287.0000,3123.0000,3287.0000,54.0000,957.0000,51.5660,29.3010,75.0490,1331.2100,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,Bngfppo1QtA__000028000_000927000,Telugu,899.0000,5,5+,0.1261,high (>7.0%),False,95.1547,95.8876,37.1631,53.4706,54.8452,52.8599,53.8959,92.0000,6.0000,7.0000,False,2337.0000,2456.0000,2355.0000,2456.0000,262.0000,705.0000,154.6960,127.3890,254.1560,1002.8700,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,CO_8ppdzq9U__000000000_000695000,Tamil,695.0000,4,4,0.0186,low (<=2.2%),False,82.9667,84.2238,9.8754,17.1826,22.4013,17.3046,22.5937,76.0000,6.0000,10.0000,False,1320.0000,1591.0000,1340.0000,1591.0000,111.0000,1124.0000,49.4670,5.3610,57.2610,652.3400,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,Cku_X_SL7qU__000060000_000660000,Gujarati,600.0000,3,3,0.1022,high (>7.0%),False,100.0000,100.0000,49.3073,64.1157,51.9761,64.7289,52.8267,116.0000,27.0000,42.0000,False,1778.0000,1778.0000,1778.0000,1778.0000,783.0000,1588.0000,112.5730,159.0050,46.6860,496.3900,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,DPmew0didIM__000191000_000512000,Telugu,321.0000,5,5+,0.0620,mid (2.2%-7.0%],False,95.7031,96.4844,48.7952,42.0756,62.3459,42.0756,62.3459,20.0000,0.0000,0.0000,False,735.0000,768.0000,741.0000,768.0000,81.0000,166.0000,46.6660,29.1820,61.5710,326.6000,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,EmsKkNN2Me4__000035000_000095000,Malayalam,60.0000,2,2,0.0471,mid (2.2%-7.0%],False,100.0000,100.0000,47.8632,52.4658,60.6199,55.4277,62.3352,15.0000,6.0000,23.0000,False,179.0000,179.0000,179.0000,179.0000,56.0000,117.0000,5.5710,6.9510,19.3090,60.6700,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,ExGJodnzocM__000212000_000527000,Devanagari (hi/mr),315.0000,4,4,0.0133,low (<=2.2%),False,46.3394,50.7321,4.4186,35.4281,46.6167,35.4281,46.6167,31.0000,0.0000,0.0000,False,538.0000,1161.0000,589.0000,1161.0000,38.0000,860.0000,27.2090,10.2180,72.3010,309.7200,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,F2uXav-wriA__000000000_000907000,Devanagari (hi/mr),907.0000,4,4,0.0336,mid (2.2%-7.0%],False,40.9765,45.7505,6.6112,14.1121,19.5074,13.7773,18.9935,55.0000,4.0000,6.0000,False,1133.0000,2765.0000,1265.0000,2765.0000,135.0000,2042.0000,51.5050,8.3470,68.9890,912.9800,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,FDMf9ApmoNU__000016000_000686000,Bengali,670.0000,4,4,0.0882,high (>7.0%),False,87.4850,89.3413,18.3849,40.7884,43.5834,40.6855,43.3495,57.0000,5.0000,12.0000,False,1461.0000,1670.0000,1492.0000,1670.0000,107.0000,582.0000,113.9270,70.1920,72.8560,630.0200,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,G6qzg93FxwE__000021000_000116000,Gujarati,95.0000,2,2,0.0061,low (<=2.2%),False,82.0225,85.7678,21.7391,6.7849,7.9137,6.7849,7.9137,2.0000,0.0000,0.0000,False,219.0000,267.0000,229.0000,267.0000,15.0000,69.0000,4.0500,1.9250,0.3370,93.0300,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,GEc_sS2KWo8__000096000_000290000,Gujarati,194.0000,4,4,0.0378,mid (2.2%-7.0%],False,91.3127,93.4363,23.5294,34.6239,64.9231,34.6239,64.9231,6.0000,0.0000,0.0000,False,473.0000,518.0000,484.0000,518.0000,36.0000,153.0000,29.4890,12.4930,9.9850,150.0900,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,GfFLEIAAumk__000090000_000163000,Bengali,73.0000,2,2,0.0285,mid (2.2%-7.0%],False,92.5926,93.0556,11.6667,14.4965,18.6336,14.4965,18.6336,4.0000,0.0000,0.0000,False,200.0000,216.0000,201.0000,216.0000,7.0000,60.0000,3.8680,1.9790,4.8210,73.5900,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,Gq45evw6ytY__000597000_001464000,Odia,867.0000,3,3,0.0869,high (>7.0%),False,100.0000,100.0000,62.6801,35.9595,36.9782,36.1942,37.2368,49.0000,4.0000,11.0000,False,2740.0000,2740.0000,2740.0000,2740.0000,435.0000,694.0000,114.7960,71.5010,132.5160,886.5900,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,HZv_WvIr6lE__000021000_000105000,Tamil,84.0000,3,3,0.1276,high (>7.0%),False,75.0000,78.8462,12.8205,32.3052,30.5466,29.7052,27.1091,19.0000,4.0000,6.0000,False,195.0000,260.0000,205.0000,260.0000,25.0000,195.0000,6.8810,9.8180,13.1090,92.2700,whisper__pyannote31+rule,whisper__pyannote31
whisper,pyannote31,rule,HpYG46tGyYs__000103000_000998000,Devanagari (hi/mr),895.0000,4,4,0.0022,low (<=2.2%),False,43.1034,43.6520,1.7849,8.9450,10.4347,8.9450,10.4347,33.0000,0.0000,0.0000,False,1100.0000,2552.0000,1114.0000,2552.0000,37.0000,2073.0000,29.9200,35.3400,11.7770,861.2300,whisper__pyannote31+rule,whisper__pyannote31
